genotype,plate,gompertz_mu_max,gompertz_doubling_time,gompertz_carrying_capacity,gompertz_lag_time,gompertz_r2
b3066,Plate 81 Trial 1,0.756769646,0.915928888,1.840346525,0.668714146,0.996217921
b3322,Plate 81 Trial 1,0.654948476,1.058323221,1.730685697,0.438798218,0.994681534
b3387,Plate 81 Trial 1,0.628783109,1.102362915,1.733073771,0.458471095,0.998370307
b3635,Plate 81 Trial 1,0.607219958,1.14150922,1.706656466,0.360965324,0.996992073
b3651,Plate 81 Trial 1,0.664350456,1.043345684,1.68521625,0.311920939,0.994563554
b3700,Plate 81 Trial 1,0.640465579,1.082255164,1.599738305,0.32826055,0.995485578
b3740,Plate 81 Trial 1,0.746638243,0.928357457,1.89100123,0.445150901,0.996966196
b3741,Plate 81 Trial 1,0.566686444,1.223158217,1.758953256,0.507458998,0.997752743
b3742,Plate 81 Trial 1,0.767281991,0.903379969,2.028220754,0.710573472,0.996834092
b3811,Plate 81 Trial 1,0.581988764,1.190997531,1.81498802,0.2407497,0.99657946
b0123,Plate 81 Trial 1,0.728003783,0.9521203,1.750055939,0.468769166,0.98961288
b0986,Plate 81 Trial 1,0.55488085,1.249182019,1.866429841,0.36375987,0.997249846
b1033,Plate 81 Trial 1,0.534981134,1.295647895,1.635539662,0.259705358,0.994866792
b1328,Plate 81 Trial 1,0.587837305,1.179147996,1.67327616,0.362982449,0.992764654
b1499,Plate 81 Trial 1,0.682623231,1.015416923,1.758292901,0.350813264,0.990239279
b1511,Plate 81 Trial 1,0.608494137,1.139118914,1.941374925,0.514290994,0.996299264
b2110,Plate 81 Trial 1,0.58852354,1.177773077,1.767368826,0.558096722,0.993049522
b2336,Plate 81 Trial 1,0.352560949,1.966035045,1.8945831,0.269837707,0.995808962
b2338,Plate 81 Trial 1,0.598096134,1.15892269,1.669986836,0.344305311,0.992835742
b0050,Plate 81 Trial 1,0.636453621,1.089077283,1.793376222,0.43211537,0.996618082
b0622,Plate 81 Trial 1,0.56537493,1.225995606,1.798031663,0.382569968,0.995985179
b1068,Plate 81 Trial 1,0.687332895,1.008459199,1.87817444,0.563745597,0.995843627
b1352,Plate 81 Trial 1,0.616452738,1.124412527,1.881052818,0.541586802,0.997198675
b1376,Plate 81 Trial 1,0.576588015,1.202153292,1.804586849,0.363524925,0.994852219
b1543,Plate 81 Trial 1,0.663227585,1.04511211,1.893907461,0.442477901,0.997298854
b1561,Plate 81 Trial 1,0.726489099,0.954105411,2.016307832,0.639977132,0.997655583
b1562,Plate 81 Trial 1,0.595814672,1.163360376,1.748031706,0.287622939,0.994456184
b1563,Plate 81 Trial 1,0.575318208,1.204806611,1.852687281,0.422246283,0.996372221
b1780,Plate 81 Trial 1,0.665394886,1.041708007,1.912100675,0.497573221,0.996919012
b1815,Plate 81 Trial 1,0.546970269,1.267248369,1.83288387,0.360213684,0.996420407
b0128,Plate 81 Trial 1,0.698520529,0.99230753,2.025013778,0.74572891,0.997617145
b0200,Plate 81 Trial 1,0.556297741,1.246000352,2.023013321,0.887680659,0.999594107
b0818,Plate 81 Trial 1,0.547408242,1.266234461,1.886764029,0.504886847,0.99219161
b1110,Plate 81 Trial 1,0.568636814,1.218962902,1.901495347,0.371363582,0.996265088
b1410,Plate 81 Trial 1,0.617760472,1.122032264,1.766598297,0.371976938,0.994420463
b1450,Plate 81 Trial 1,0.597130072,1.160797644,1.656677616,0.268278507,0.991576715
b1454,Plate 81 Trial 1,0.577812412,1.199605904,1.873957383,0.549536235,0.996101043
b1501,Plate 81 Trial 1,0.350972345,1.974933895,1.706801888,-0.182846126,0.985671012
b1535,Plate 81 Trial 1,0.588088848,1.178643641,1.978842394,0.450541705,0.997154288
b1629,Plate 81 Trial 1,0.627603414,1.104435007,1.929028157,0.518989881,0.993130112
b1678,Plate 81 Trial 1,0.569829002,1.216412604,1.780026544,0.308339266,0.996333398
b1681,Plate 81 Trial 1,0.730907116,0.948338258,1.902625844,0.564225138,0.995944287
b1795,Plate 81 Trial 1,0.627707059,1.104252646,1.792967465,0.494427986,0.994776145
b1985,Plate 81 Trial 1,0.589503415,1.175815378,1.767148518,0.352198438,0.996230682
b2069,Plate 81 Trial 1,0.521995134,1.327880541,1.840235867,0.283292969,0.99661478
b2075,Plate 81 Trial 1,0.571142441,1.213615256,1.893359526,0.301886261,0.996407162
b1103,Plate 81 Trial 1,0.544659351,1.272625136,2.085871805,0.705698643,0.997064116
b0710,Plate 81 Trial 1,0.692859069,1.000415829,1.882678127,0.597191179,0.992738952
b1688,Plate 81 Trial 1,0.634009494,1.093275711,1.907138243,0.615136415,0.995314778
b0268,Plate 81 Trial 1,0.762349861,0.909224513,2.044923155,0.748290642,0.997306855
b0269,Plate 81 Trial 1,0.697611952,0.993599921,1.905959769,0.591407494,0.996736339
b2174,Plate 81 Trial 1,0.551153646,1.257629674,1.689254312,0.271202315,0.992378667
b0545,Plate 81 Trial 1,0.546996579,1.267187415,1.964083641,0.433469709,0.997266006
b1242,Plate 81 Trial 1,0.577936064,1.199349241,1.86196964,0.387019602,0.994542352
b0328,Plate 81 Trial 1,0.735433832,0.942501079,2.046340944,0.589270875,0.997304176
b0272,Plate 81 Trial 1,0.705259813,0.98282529,1.931983496,0.466380157,0.996721339
b0286,Plate 81 Trial 1,0.601276285,1.152793147,1.701303232,0.41665933,0.99590504
b1686,Plate 81 Trial 1,0.673448874,1.029249892,1.87004632,0.447287682,0.994163639
b1518,Plate 81 Trial 1,0.559198067,1.239537869,1.719590631,0.272082612,0.994214797
b1971,Plate 81 Trial 1,0.566004114,1.22463276,1.804531659,0.525661688,0.996887213
b1703,Plate 81 Trial 1,0.623621785,1.111486476,1.952655117,0.520021287,0.998715876
b1784,Plate 81 Trial 1,0.513316916,1.350329902,1.813472702,0.222574638,0.996814439
b2147,Plate 81 Trial 1,0.723951622,0.957449586,2.084900889,0.904008555,0.99666146
b0138,Plate 81 Trial 1,0.646482968,1.072181658,1.937464651,0.59272802,0.99487662
b4505,Plate 81 Trial 1,0.692616044,1.000766856,1.822699092,0.423900624,0.996029949
b0371,Plate 81 Trial 1,0.594044719,1.166826601,1.939519708,0.455218523,0.997481023
b0392,Plate 81 Trial 1,0.659258621,1.051404044,1.628985766,0.380808361,0.992611838
b0461,Plate 81 Trial 1,0.674704652,1.027334225,1.790293575,0.454963416,0.995916402
b0498,Plate 81 Trial 1,0.556453385,1.245651836,1.881832515,0.319436986,0.997024793
b0625,Plate 81 Trial 1,0.574401811,1.206728752,1.987050154,0.34479187,0.99729933
b0791,Plate 81 Trial 1,0.644529502,1.07543127,1.981652077,0.46036925,0.996383758
b0916,Plate 81 Trial 1,0.587968569,1.178884751,2.023672457,0.505096894,0.995931035
b1149,Plate 81 Trial 1,0.585499757,1.183855624,1.725268644,0.576429095,0.995736196
b1675,Plate 81 Trial 1,0.567200709,1.222049215,1.981734625,0.419485092,0.997137979
b1972,Plate 81 Trial 1,0.641217158,1.080986639,1.855202583,0.440605921,0.995647767
b2003,Plate 81 Trial 1,0.578842891,1.197470317,2.028706824,0.570733421,0.997979631
b2004,Plate 81 Trial 1,0.574696973,1.206108981,1.989502831,0.499873461,0.9956577
b2005,Plate 81 Trial 1,0.575119504,1.205222871,1.937120597,0.384234186,0.995215881
b2032,Plate 81 Trial 1,0.66560019,1.041386693,2.029448341,0.649136547,0.996975619
b2034,Plate 81 Trial 1,0.598895969,1.157374931,1.956131894,0.493799453,0.995822312
b2070,Plate 81 Trial 1,0.534362797,1.297147151,1.911470888,0.377109036,0.996408267
b2071,Plate 81 Trial 1,0.570112252,1.215808253,1.877250418,0.44056536,0.997095815
b2072,Plate 81 Trial 1,0.494972911,1.400373971,1.773267889,0.167230453,0.994731606
b2111,Plate 81 Trial 1,0.66276931,1.045834758,2.025427752,0.696143965,0.998352315
b2170,Plate 81 Trial 1,0.606812283,1.14227612,2.032022346,0.524745816,0.997960348
b2294,Plate 81 Trial 1,0.713869699,0.970971568,1.881528212,0.508108478,0.996643564
b2334,Plate 81 Trial 1,0.603166972,1.149179602,1.778543574,0.343441245,0.993937992
b2347,Plate 81 Trial 1,0.677155154,1.023616487,1.928004032,0.478107514,0.995523803
b2359,Plate 81 Trial 1,0.521653029,1.328751377,1.833071533,0.397551901,0.991981486
b2362,Plate 81 Trial 1,0.531164865,1.304956758,1.698039661,0.339708948,0.99473674
b3141,Plate 59 Trial 1,0.54946372,1.261497629,1.491940152,0.165171493,0.992276794
b3161,Plate 59 Trial 1,0.545755519,1.270069027,1.890115129,0.357606634,0.99523514
b3195,Plate 59 Trial 1,0.724927318,0.956160933,1.889863812,0.396020253,0.996125745
b3201,Plate 59 Trial 1,0.76591876,0.904987862,1.970236275,0.427479414,0.996229771
b3204,Plate 59 Trial 1,0.626769905,1.105903738,1.830127761,0.343327793,0.997338603
b3206,Plate 59 Trial 1,0.75337999,0.920049894,1.85992557,0.518852325,0.994522903
b3227,Plate 59 Trial 1,0.683187873,1.014577699,1.990938969,0.483549463,0.995951259
b3289,Plate 59 Trial 1,0.598571767,1.158001795,1.74356395,0.348222763,0.995900756
b3290,Plate 59 Trial 1,0.582398008,1.190160631,1.719036463,0.382524993,0.995998046
b3291,Plate 59 Trial 1,0.701190987,0.988528366,1.798410159,0.378512023,0.995373575
b3336,Plate 59 Trial 1,0.698222539,0.992731031,1.777715893,0.403927545,0.994160274
b3350,Plate 59 Trial 1,0.730266823,0.949169754,1.833948312,0.34664962,0.993812448
b3352,Plate 59 Trial 1,0.781887129,0.886505424,1.933668446,0.452423826,0.993897498
b3408,Plate 59 Trial 1,0.746291661,0.928788591,1.969005108,0.520848549,0.995615091
b3409,Plate 59 Trial 1,0.734955923,0.943113946,1.906964864,0.495287922,0.995070135
b3415,Plate 59 Trial 1,0.711973336,0.97355778,1.763598023,0.481283442,0.9945798
b3451,Plate 59 Trial 1,0.596135228,1.16273481,1.475828065,0.290608177,0.992013963
b3452,Plate 59 Trial 1,0.751283393,0.922617466,1.890451579,0.375078098,0.995054207
b3453,Plate 59 Trial 1,0.703252059,0.985631214,1.868786078,0.493797723,0.994987585
b3455,Plate 59 Trial 1,0.692377981,1.001110954,1.850166741,0.411158075,0.992585712
b3456,Plate 59 Trial 1,0.689713062,1.004979054,1.843511692,0.429462978,0.995020565
b3457,Plate 59 Trial 1,0.65051243,1.065540254,1.728831699,0.287433661,0.993977508
b3458,Plate 59 Trial 1,0.713971945,0.970832518,1.937477477,0.573416004,0.996030164
b3476,Plate 59 Trial 1,0.674570302,1.027538833,1.730549796,0.369057902,0.99433086
b3478,Plate 59 Trial 1,0.623036365,1.112530857,1.671938951,0.392751779,0.993695809
b3479,Plate 59 Trial 1,0.724970513,0.956103964,1.821862445,0.368976827,0.994852761
b3480,Plate 59 Trial 1,0.688373899,1.006934141,1.771702192,0.321088196,0.993780746
b3493,Plate 59 Trial 1,0.756093289,0.916748225,1.978983537,0.514571307,0.995926648
b3528,Plate 59 Trial 1,0.685539021,1.011098069,1.93961988,0.362186215,0.994132656
b3540,Plate 59 Trial 1,0.717266504,0.966373274,1.895147783,0.349428773,0.995787808
b3541,Plate 59 Trial 1,0.722678712,0.959136016,2.023180294,0.607791289,0.997219741
b3542,Plate 59 Trial 1,0.67909761,1.020688588,1.770736747,0.386684783,0.996605759
b3543,Plate 59 Trial 1,0.614795114,1.127444193,1.574756065,0.266853051,0.994573647
b3566,Plate 59 Trial 1,0.658330096,1.05288697,1.675181609,0.326917084,0.994033421
b3567,Plate 59 Trial 1,0.633419683,1.094293719,1.583102907,0.358353325,0.98981418
b3568,Plate 59 Trial 1,0.757487875,0.91506043,1.954909781,0.532711812,0.994164016
b3599,Plate 59 Trial 1,0.775225461,0.894123342,2.000162055,0.614035213,0.995815037
b3653,Plate 59 Trial 1,0.740923746,0.935517567,2.056212088,0.634726684,0.997346845
b3654,Plate 59 Trial 1,0.762690009,0.908819012,1.954161427,0.595667225,0.995634762
b3666,Plate 59 Trial 1,0.65529953,1.05775626,1.63792028,0.320194064,0.9934281
b0034,Plate 59 Trial 1,0.588249166,1.178322419,1.56719188,0.302513264,0.99427666
b0068,Plate 59 Trial 1,0.637477401,1.08732824,1.822199684,0.522838887,0.99607374
b0077,Plate 59 Trial 1,0.63369813,1.093812886,1.703097168,0.464183771,0.994644398
b0262,Plate 59 Trial 1,0.717335018,0.966280975,1.843460997,0.562650004,0.993646885
b0349,Plate 59 Trial 1,0.610378664,1.135601916,1.812429774,0.510311565,0.991747033
b0365,Plate 59 Trial 1,0.641245413,1.080939007,1.729483501,0.300071887,0.993412979
b0383,Plate 59 Trial 1,0.643698984,1.07681882,1.652122392,0.30230557,0.993961873
b0428,Plate 59 Trial 1,0.418207549,1.657423885,1.723521454,0.269070585,0.99530108
b0511,Plate 59 Trial 1,0.618513455,1.120666292,1.680321907,0.309056228,0.991856128
b0604,Plate 59 Trial 1,4.133017046,0.167709732,0.215096336,0.470056902,0.082857327
b0616,Plate 59 Trial 1,0.716492148,0.967417692,1.996270943,0.498731892,0.994177048
b0618,Plate 59 Trial 1,0.755801966,0.917101584,1.85070241,0.428708343,0.990320376
b0760,Plate 59 Trial 1,0.743061253,0.932826436,1.863140563,0.452053061,0.991361548
b0796,Plate 59 Trial 1,0.640513908,1.082173505,1.883950023,0.391350586,0.994420646
b0860,Plate 59 Trial 1,0.650994322,1.0647515,1.524884345,0.339806246,0.987193459
b0936,Plate 59 Trial 1,0.542426024,1.277864906,1.716708741,0.230823813,0.994692712
b1051,Plate 59 Trial 1,0.549568535,1.261257035,1.643095661,0.215315969,0.992431774
b1125,Plate 59 Trial 1,0.433664274,1.598349744,1.594079773,0.056476637,0.992950126
b1133,Plate 59 Trial 1,0.542298025,1.278166522,1.957622777,0.720893036,0.995916502
b1158,Plate 59 Trial 1,0.684515249,1.012610284,1.886298669,0.474042167,0.988318897
b1262,Plate 59 Trial 1,0.655833853,1.056894483,1.90892616,0.526304427,0.993635788
b1296,Plate 59 Trial 1,0.60525045,1.145223734,1.865661661,0.239347188,0.994599606
b1303,Plate 59 Trial 1,0.578987596,1.197171037,1.660030965,0.250023749,0.993928687
b1309,Plate 59 Trial 1,0.393564884,1.761201796,1.314745134,-0.134507745,0.992925419
b1329,Plate 59 Trial 1,0.662642323,1.046035179,1.682416107,0.321383767,0.990462269
b1385,Plate 59 Trial 1,0.282565381,2.453050611,1.469971811,-0.483201032,0.979260203
b1424,Plate 59 Trial 1,0.641819131,1.079972763,1.898593296,0.417807841,0.994742997
b1449,Plate 59 Trial 1,0.504589086,1.37368643,1.667334161,0.334631835,0.993057371
b1478,Plate 59 Trial 1,0.570170681,1.21568366,1.888064389,0.202211898,0.995718831
b1497,Plate 59 Trial 1,0.526993786,1.315285302,1.651049946,0.164250278,0.994578774
b1844,Plate 59 Trial 1,0.603675193,1.148212133,1.701902771,0.262129294,0.995566508
b1872,Plate 59 Trial 1,0.602049559,1.151312496,1.75030718,0.230487949,0.992187584
b1874,Plate 59 Trial 1,0.473855172,1.462782768,1.817315088,0.349617884,0.993427552
b1881,Plate 59 Trial 1,0.700015839,0.990187853,1.806873526,0.510455339,0.99175559
b4460,Plate 59 Trial 1,0.47194069,1.468716716,1.769723124,0.12044029,0.992908543
b1913,Plate 59 Trial 1,0.705885788,0.981953728,1.865740047,0.427260814,0.994223055
b1921,Plate 59 Trial 1,0.616709384,1.123944598,1.889438146,0.24590521,0.995365177
b1940,Plate 59 Trial 1,0.573380774,1.208877612,1.725544179,0.163999327,0.995193974
b1950,Plate 59 Trial 1,0.503863828,1.375663705,1.586177517,0.120429547,0.992584093
b2011,Plate 59 Trial 1,0.508295112,1.363670759,1.745113402,0.070396574,0.995255485
b2022,Plate 59 Trial 1,0.57167423,1.212486316,1.53333896,0.282998813,0.990913307
b2024,Plate 59 Trial 1,0.538645685,1.286833255,1.815339393,0.354060839,0.993449222
b2113,Plate 59 Trial 1,0.637656567,1.087022728,1.913181539,0.570178077,0.993611903
b2246,Plate 59 Trial 1,0.702343317,0.986906494,1.87722021,0.379211023,0.994622422
b2259,Plate 59 Trial 1,0.64514768,1.074400796,1.884992641,0.298858327,0.995917261
b2265,Plate 59 Trial 1,0.516709528,1.341463903,1.773689664,0.112565902,0.994795422
b2268,Plate 59 Trial 1,0.505262668,1.371855125,1.466027699,0.0270095,0.991864137
b2349,Plate 59 Trial 1,0.461625843,1.50153461,1.403724846,-0.004946479,0.994193553
b2378,Plate 59 Trial 1,0.020279269,34.18008711,0.135999873,2.321878117,0.977199433
b2423,Plate 59 Trial 1,0.529679766,1.308615554,1.765806407,0.17955246,0.996374492
b2441,Plate 59 Trial 1,0.598517208,1.158107354,1.856757444,0.237402061,0.99582426
b2453,Plate 59 Trial 1,0.598909623,1.157348545,1.848367845,0.187478958,0.994142193
b2479,Plate 59 Trial 1,0.696008026,0.995889637,1.705520152,0.236943972,0.993223777
b2481,Plate 59 Trial 1,0.47920379,1.446455964,1.498590826,0.020888493,0.993423772
b4016,Plate 31 Trial 1,0.791124388,0.876154485,1.471177082,0.479897556,0.997987316
b1783,Plate 31 Trial 1,0.650068003,1.066268725,1.387988413,1.147943491,0.997839883
b1838,Plate 31 Trial 1,0.657390374,1.054392045,1.266608802,0.434015727,0.997659168
b3172,Plate 31 Trial 1,-0.020382795,-34.00648422,-0.099356862,1.061340759,0.730314831
b1249,Plate 31 Trial 1,0.567775026,1.220813085,1.444209853,0.452173224,0.998535123
b3368,Plate 31 Trial 1,0.681862102,1.016550382,1.507023324,1.033339803,0.997285105
b1805,Plate 31 Trial 1,0.805676216,0.860329705,1.336675474,0.987723342,0.983802811
b0009,Plate 31 Trial 1,0.654439691,1.059145999,1.341064061,0.896253914,0.998407973
b4051,Plate 31 Trial 1,0.68692263,1.009061502,1.395811264,0.712524039,0.998020113
b4172,Plate 31 Trial 1,0.458258841,1.512566956,1.334592458,0.345522839,0.995099751
b1677,Plate 31 Trial 1,0.641631084,1.080289278,1.263718095,0.569682058,0.997352029
b0606,Plate 31 Trial 1,0.637141091,1.087902179,1.302281991,0.486100185,0.994173605
b3500,Plate 31 Trial 1,0.659370015,1.051226421,1.444407699,0.88868534,0.998072619
b1635,Plate 31 Trial 1,0.645516941,1.073786196,1.501748006,1.132199475,0.998203189
b3942,Plate 31 Trial 1,0.812479746,0.853125489,1.397867564,0.516520156,0.998756585
b3908,Plate 31 Trial 1,0.636926044,1.08826949,1.134886784,0.581599149,0.996734344
b1656,Plate 31 Trial 1,0.611645642,1.133249602,1.477890213,0.876845465,0.997948748
b1646,Plate 31 Trial 1,0.674796706,1.027194078,1.389548324,0.439277718,0.998005746
b1324,Plate 31 Trial 1,0.583877183,1.187145517,1.536729321,0.51824497,0.996206759
b1335,Plate 31 Trial 1,0.607379626,1.141209139,1.511711263,0.482391084,0.998348007
b0227,Plate 31 Trial 1,0.689177508,1.005760014,1.52171525,1.082675767,0.996916242
b2758,Plate 31 Trial 1,0.647541694,1.070428649,1.42625212,1.085292987,0.99714541
b2795,Plate 31 Trial 1,0.644768404,1.075032797,1.292950471,0.667293143,0.998073564
b2833,Plate 31 Trial 1,1,0.693147181,1,1,0.340116594
b2851,Plate 31 Trial 1,1,0.693147181,1,1,0.398663205
b2852,Plate 31 Trial 1,1,0.693147181,1,1,0
b0218,Plate 31 Trial 1,1,0.693147181,1,1,0.481713846
b0232,Plate 31 Trial 1,1,0.693147181,1,1,0.731603485
b0279,Plate 31 Trial 1,0.639310984,1.084209716,1.425023582,0.635485154,0.999168199
b0280,Plate 31 Trial 1,0.664673506,1.042838588,1.456392276,0.926271986,0.997068009
b0310,Plate 31 Trial 1,0.562572155,1.232103605,1.39709023,0.72412567,0.996868324
b0510,Plate 31 Trial 1,0.645429864,1.073931064,1.369519184,0.588013886,0.997959034
b0544,Plate 31 Trial 1,0.657912993,1.05355448,1.507598553,0.702557981,0.997929364
b0559,Plate 31 Trial 1,0.733016658,0.945609044,1.478802688,0.784301546,0.997421472
b0562,Plate 31 Trial 1,0.58877592,1.177268223,1.623306268,1.005076894,0.998800634
b0563,Plate 31 Trial 1,0.637427799,1.087412852,1.47841782,1.186157281,0.997545491
b0661,Plate 31 Trial 1,-2.58484245,-0.268158386,0.055785688,1.274447904,0.002860231
b0689,Plate 31 Trial 1,0.612100936,1.132406667,1.523091551,0.863999616,0.998426879
b4515,Plate 31 Trial 1,0.75343987,0.919976773,1.523460268,0.856997409,0.997250366
b0848,Plate 31 Trial 1,0.742054316,0.934092243,1.432350296,0.491271591,0.998752041
b1058,Plate 31 Trial 1,0.777883508,0.891068101,1.325457441,0.50934633,0.997272074
b1137,Plate 31 Trial 1,0.720984384,0.961390004,1.385826456,0.597205352,0.998117848
b1142,Plate 31 Trial 1,0.65476524,1.058619392,1.412726059,0.569284127,0.99721298
b1144,Plate 31 Trial 1,0.627463884,1.104680601,1.271981059,0.26037639,0.995707803
b1160,Plate 31 Trial 1,0.605578235,1.144603853,1.376833421,0.535240234,0.997236776
b1161,Plate 31 Trial 1,0.524184583,1.322334161,1.309378859,1.805487617,0.997122346
b1165,Plate 31 Trial 1,0.627301091,1.104967281,1.39598911,0.841284033,0.997673679
b1166,Plate 31 Trial 1,0.621020326,1.116142501,1.472630884,0.918393298,0.997895829
b4520,Plate 31 Trial 1,0.630411524,1.099515402,1.35739055,0.337374939,0.99538379
b1173,Plate 31 Trial 1,0.722336595,0.959590287,1.423776102,0.535318219,0.997641799
b1196,Plate 31 Trial 1,0.584490445,1.185899935,1.567815021,0.504749715,0.998983376
b1357,Plate 31 Trial 1,0.682725646,1.015264601,1.379557187,1.085371088,0.996431746
b1375,Plate 31 Trial 1,0.653812187,1.060162528,1.558163879,0.63464143,0.999122162
b1470,Plate 31 Trial 1,0.650730779,1.06518272,1.370897631,0.563290275,0.998057257
b1471,Plate 31 Trial 1,0.723128474,0.958539464,1.395367703,0.883344027,0.996783752
b1510,Plate 31 Trial 1,-2.01376394,-0.344204783,0.123653678,1.325189566,0.016870493
b1565,Plate 31 Trial 1,-0.536354696,-1.292329843,-0.011408437,-0.230475663,2.02E-13
b1643,Plate 31 Trial 1,0.46724354,1.483481572,1.562810938,0.67949471,0.999542083
b1724,Plate 31 Trial 1,0.591774118,1.171303643,1.427938266,0.147566146,0.995098771
b1730,Plate 31 Trial 1,0.674734056,1.027289454,1.146867211,0.652745039,0.975852892
b1753,Plate 31 Trial 1,-5.90E-12,-1.18E+11,-8.92E-33,0.999999987,0
b4293,Plate 91 Trial 1,0.535614061,1.294116848,1.669367926,0.252591197,0.995116346
b2572,Plate 91 Trial 1,0.549524525,1.261358045,1.507835656,0.371790708,0.993005922
b4292,Plate 91 Trial 1,0.603398606,1.148738451,1.577353356,0.238427848,0.993180788
b0591,Plate 91 Trial 1,0.564591337,1.227697159,1.688014586,0.329994563,0.995882841
b1544,Plate 91 Trial 1,0.599247876,1.156695265,1.558552694,0.220768798,0.992652749
b1922,Plate 91 Trial 1,0.539984563,1.283642586,1.680718507,0.313058749,0.995948057
b4557,Plate 91 Trial 1,0.487329034,1.422339185,1.606827553,0.169097085,0.993589142
b4167,Plate 91 Trial 1,0.560098452,1.237545253,1.714497121,0.379794484,0.996361273
b3995,Plate 91 Trial 1,0.602102867,1.151210563,1.613969833,0.252222961,0.99467064
b2000,Plate 91 Trial 1,0.554568971,1.249884534,1.615415967,0.362057,0.994707354
b3399,Plate 91 Trial 1,0.497076663,1.39444724,1.573671199,0.166588755,0.992903079
b0488,Plate 91 Trial 1,0.615255257,1.126600989,1.569566419,0.326465304,0.995228005
b0755,Plate 91 Trial 1,1.39E-10,4985566865,2.05E-11,0.993317205,0
b1742,Plate 91 Trial 1,0.468996823,1.47793577,1.630147282,0.452578942,0.996364699
b0092,Plate 91 Trial 1,0.58076587,1.193505363,1.957145074,0.92470968,0.998019182
b1043,Plate 91 Trial 1,0.537930507,1.288544098,1.477445631,0.243602425,0.994315663
b1044,Plate 91 Trial 1,-27.7697069,-0.024960551,0.315116678,0.49459608,0.469660061
b3696,Plate 89 Trial 3,0.625533702,1.108089266,1.794526794,0.398534829,0.995454712
b3691,Plate 89 Trial 3,0.629509276,1.10109129,1.612528379,0.261233605,0.99335288
b3689,Plate 89 Trial 3,0.781935995,0.886450023,1.839046733,0.734356438,0.995169609
b3657,Plate 89 Trial 3,0.680935607,1.017933522,1.938255902,0.649000147,0.995615289
b3443,Plate 89 Trial 3,0.659512362,1.050999528,1.812883117,0.39686531,0.995142973
b3390,Plate 89 Trial 3,0.506934039,1.367332094,1.644631423,0.125700025,0.994296436
b4192,Plate 89 Trial 3,0.561841727,1.233705415,1.565329443,0.27600636,0.992804491
b4338,Plate 89 Trial 3,0.662150603,1.046811974,1.71543308,0.29497229,0.993442441
b4346,Plate 89 Trial 3,0.555032948,1.248839702,1.434692338,0.618301264,0.991254869
b4375,Plate 89 Trial 3,0.547942431,1.265000009,1.602823893,0.349850108,0.990612218
b1841,Plate 89 Trial 3,0.58680236,1.181227663,1.50081713,0.317046639,0.993441195
b0496,Plate 89 Trial 3,0.592050975,1.170755915,1.540888866,0.265248957,0.990507972
b0699,Plate 89 Trial 3,0.527668591,1.31360326,1.49148545,0.194223977,0.99387305
b1029,Plate 89 Trial 3,0.562225523,1.23286324,1.758144909,0.266692043,0.991612034
b2760,Plate 89 Trial 3,0.603301863,1.14892266,1.697396656,0.28616644,0.993018532
b1275,Plate 89 Trial 3,0.601849027,1.151696105,1.554697734,0.143663998,0.988956816
b0167,Plate 89 Trial 3,0.603766307,1.148038856,1.728793796,0.427313745,0.994807257
b2057,Plate 89 Trial 3,0.536914171,1.290983212,1.492225728,0.370086886,0.991586427
b0492,Plate 89 Trial 3,0.603074226,1.149356333,1.742901516,0.347058927,0.994158455
b0715,Plate 89 Trial 3,0.624861125,1.109281971,1.82756506,0.349160562,0.994981612
b0841,Plate 89 Trial 3,0.542769867,1.277055384,1.591812675,0.293993778,0.994111421
b0982,Plate 89 Trial 3,0.537848541,1.288740468,1.641340582,0.272492112,0.994715453
b0993,Plate 89 Trial 3,0.513050926,1.351029976,1.650069165,0.315972267,0.991455186
b1007,Plate 89 Trial 3,0.474639433,1.460365768,1.629243678,0.186028773,0.995282056
b4521,Plate 89 Trial 3,0.558046297,1.242096192,1.803238173,0.278249741,0.995927085
b4476,Plate 89 Trial 3,0.579968181,1.195146913,1.634943884,0.324672605,0.994119858
b3412,Plate 89 Trial 3,0.603374126,1.148785059,1.702500395,0.587667503,0.994371764
b2937,Plate 89 Trial 3,0.5936098,1.167681498,1.730897997,0.521489294,0.992530675
b0023,Plate 89 Trial 3,0.521169943,1.329983032,1.561176328,0.333846308,0.994788491
b1529,Plate 89 Trial 3,0.641772197,1.080051743,1.559947992,0.249716445,0.992260362
b1508,Plate 89 Trial 3,0.50118483,1.383017081,1.505508827,0.155105055,0.993011483
b3672,Plate 89 Trial 3,0.648892494,1.068200337,1.813520523,0.392184931,0.993524507
b4510,Plate 89 Trial 3,0.561525261,1.234400709,1.671649647,0.275275547,0.987576136
b0630,Plate 89 Trial 3,0.469930495,1.474999362,1.676789528,0.30402838,0.997261035
b0830,Plate 89 Trial 3,0.569329572,1.217479672,1.61413515,0.293894507,0.989240142
b0806,Plate 89 Trial 3,0.486044712,1.426097567,1.773678433,0.434172752,0.996439331
b1591,Plate 89 Trial 3,0.432599215,1.60228488,1.361621134,-0.115718877,0.990175613
b1567,Plate 89 Trial 3,0.573293645,1.209061337,1.769126558,0.398064214,0.995054215
b0207,Plate 89 Trial 3,0.612458606,1.131745351,1.671851641,0.252065979,0.991932423
b2475,Plate 89 Trial 3,0.570576104,1.214819856,1.833066053,0.383346257,0.993407337
b0649,Plate 89 Trial 3,0.656426082,1.055940949,1.936280233,0.479388314,0.995194985
b0682,Plate 89 Trial 3,0.578001638,1.199213177,1.763546831,0.377108064,0.992573203
