genotype,plate,gompertz_mu_max,gompertz_doubling_time,gompertz_carrying_capacity,gompertz_lag_time,gompertz_r2
b0499,Plate 87 Trial 3,0.478953461,1.447211967,1.607340554,0.034336007,0.994459851
b0073,Plate 87 Trial 3,0.734138207,0.944164428,1.677080744,0.342391211,0.993939477
b0143,Plate 87 Trial 3,0.582383275,1.190190739,1.788432507,0.123382812,0.993890953
b0229,Plate 87 Trial 3,0.644615872,1.075287176,1.773412089,0.199870654,0.991776722
b0230,Plate 87 Trial 3,0.572315558,1.211127623,1.739488153,0.230979886,0.993135489
b0258,Plate 87 Trial 3,0.663334116,1.044944266,1.795846719,0.227494857,0.992763335
b0362,Plate 87 Trial 3,0.521426515,1.329328604,1.657013836,-0.017877468,0.992395215
b0561,Plate 87 Trial 3,0.568864191,1.218475678,1.730372213,0.152795143,0.992862462
b0685,Plate 87 Trial 3,0.595950057,1.16309609,1.656530062,0.075426492,0.993444287
b0855,Plate 87 Trial 3,0.560628434,1.236375357,1.750290288,0.221462804,0.992408463
b0868,Plate 87 Trial 3,0.440636909,1.573057467,1.608297936,-0.066154191,0.987056626
b1113,Plate 87 Trial 3,0.50105101,1.383386455,1.598684736,-0.109796627,0.982953389
b1193,Plate 87 Trial 3,0.610692778,1.135017813,1.663510283,0.124576969,0.987314687
b1336,Plate 87 Trial 3,0.58077112,1.193494573,1.794742248,0.460954206,0.994068522
b1426,Plate 87 Trial 3,0.569829964,1.216410552,1.766032681,0.537377792,0.994735317
b1477,Plate 87 Trial 3,0.577679675,1.199881544,1.653227742,-0.019008074,0.992751132
b1522,Plate 87 Trial 3,0.476184104,1.455628559,1.699419263,-0.010495422,0.987805239
b1597,Plate 87 Trial 3,0.450137418,1.539856835,1.772351407,-0.05187094,0.990833457
b1648,Plate 87 Trial 3,0.641119167,1.081151862,1.66524032,0.118492296,0.988898391
b1701,Plate 87 Trial 3,0.519932277,1.333148972,1.772306324,0.114697318,0.987207944
b1821,Plate 87 Trial 3,0.602860435,1.149763925,1.856272274,0.202855303,0.995210863
b1857,Plate 87 Trial 3,0.447509846,1.548898169,1.716955477,0.064821201,0.993456617
b1956,Plate 87 Trial 3,0.563898984,1.22920452,1.75412504,0.130291885,0.994835461
b1978,Plate 87 Trial 3,0.620606259,1.11688719,1.69726051,0.069069342,0.992778475
b2015,Plate 87 Trial 3,0.555414117,1.247982649,1.7535041,0.068825306,0.990277861
b2027,Plate 87 Trial 3,0.629321197,1.101420361,1.796349288,0.19651144,0.993166746
b2085,Plate 87 Trial 3,0.500678322,1.3844162,1.787652419,0.036392719,0.991306646
b2138,Plate 87 Trial 3,0.548233046,1.26432944,1.765639266,0.067153747,0.994666561
b2190,Plate 87 Trial 3,0.552329456,1.254952408,1.771386695,0.148387617,0.991487403
b2269,Plate 87 Trial 3,0.606433,1.142990538,1.829510293,0.260778769,0.994222094
b2330,Plate 87 Trial 3,0.578243308,1.19871198,1.688508917,0.218334252,0.993095565
b2545,Plate 87 Trial 3,0.663331846,1.044947842,1.703701235,0.07887977,0.993156725
b2709,Plate 87 Trial 3,0.609666092,1.136929198,1.891333156,0.021486383,0.994207762
b2757,Plate 87 Trial 3,0.709941993,0.976343402,1.796832607,0.192169684,0.993054696
b2771,Plate 87 Trial 3,0.642788191,1.078344609,1.878376653,0.243751297,0.995218237
b2859,Plate 87 Trial 3,0.662226878,1.046691403,1.773291648,0.17711729,0.993122547
b2891,Plate 87 Trial 3,0.337464386,2.053986166,1.63582478,-0.384786881,0.986951088
b2981,Plate 87 Trial 3,0.586121667,1.182599484,1.726399459,0.128951855,0.989606354
b3010,Plate 87 Trial 3,0.519532516,1.334174781,1.785753144,0.1676855,0.994674318
b3101,Plate 87 Trial 3,0.637135161,1.087912303,1.665723457,0.064088454,0.99169358
b3876,Plate 87 Trial 3,0.640692742,1.081871441,1.816792633,0.180555355,0.994338174
b3830,Plate 87 Trial 3,0.535168199,1.29519501,1.522074626,-0.005111381,0.984973355
b3826,Plate 87 Trial 3,0.474693425,1.460199667,1.348829468,0.426567555,0.990346714
b3822,Plate 87 Trial 3,0.678294561,1.021897005,1.785975807,0.42313453,0.995884841
b3781,Plate 87 Trial 3,0.637250713,1.087715034,1.998750001,0.378955129,0.997124541
b3748,Plate 87 Trial 3,0.64929217,1.067542799,1.792056738,0.253470939,0.995234327
b1494,Plate 9 Trial 3,0.626490714,1.106396576,1.188152428,0.355130629,0.996380704
b1766,Plate 9 Trial 3,0.61913517,1.119540956,1.164108744,0.30743413,0.996588948
b1829,Plate 9 Trial 3,0.454511093,1.525039085,1.462468285,0.659170478,0.997038648
b1830,Plate 9 Trial 3,0.677745396,1.02272503,1.262055886,0.446236026,0.997014326
b1845,Plate 9 Trial 3,0.582800198,1.189339301,1.361246752,1.672412349,0.997285802
b2023,Plate 9 Trial 3,0.657854654,1.053647909,1.091183629,0.278648069,0.997323631
b2081,Plate 9 Trial 3,0.729127327,0.950653137,1.15349737,0.349207567,0.990288442
b2328,Plate 9 Trial 3,0.59986437,1.155506502,1.307325929,0.600408535,0.997223448
b2385,Plate 9 Trial 3,0.728389979,0.951615482,1.409129459,1.271834688,0.996455982
b2491,Plate 9 Trial 3,0.732866979,0.945802173,1.469177491,1.07257305,0.996749496
b2523,Plate 9 Trial 3,0.717225764,0.966428167,1.277884189,0.505687063,0.996925047
b2699,Plate 9 Trial 3,0.633860556,1.093532597,1.302577583,0.748129073,0.9971231
b2718,Plate 9 Trial 3,0.579761144,1.195573709,1.001346457,0.240837767,0.996408523
b2717,Plate 9 Trial 3,0.73097207,0.948253989,1.239810041,0.408951988,0.993847492
b2742,Plate 9 Trial 3,0.630306383,1.099698812,0.876457327,0.408198299,0.965956946
b2753,Plate 9 Trial 3,0.518294381,1.337361944,1.036181953,0.172575222,0.992788591
b2821,Plate 9 Trial 3,0.728354173,0.951662263,1.404330365,0.83981786,0.997044309
b2872,Plate 9 Trial 3,0.603820502,1.147935815,1.282602828,1.353418876,0.997516149
b2936,Plate 9 Trial 3,0.689342195,1.005519735,1.354168407,0.878528228,0.996720062
b2944,Plate 9 Trial 3,0.716968151,0.966775414,1.309302643,0.583468717,0.996017181
b2972,Plate 9 Trial 3,0.590924761,1.1729872,1.230667717,0.608709527,0.997454393
b2993,Plate 9 Trial 3,0.627706517,1.104253598,1.11772892,0.283700689,0.99445025
b3131,Plate 9 Trial 3,0.529472651,1.309127448,0.981956379,0.145330784,0.994210966
b3129,Plate 9 Trial 3,0.645492866,1.073826245,1.187688536,0.433931112,0.995046065
b3158,Plate 9 Trial 3,0.732680733,0.946042593,1.426703838,1.001569555,0.99699374
b3182,Plate 9 Trial 3,0.714958192,0.969493304,1.455112166,1.071121148,0.997280608
b3234,Plate 9 Trial 3,0.632363913,1.096120708,1.315016654,1.466621287,0.996791315
b3958,Plate 9 Trial 3,0.615690851,1.125803932,1.179504953,0.403617673,0.997137202
b3931,Plate 9 Trial 3,0.578249117,1.198699938,1.11107154,0.405355282,0.994097979
b3932,Plate 9 Trial 3,0.671958458,1.031532786,1.042348159,0.250446672,0.993193579
b3898,Plate 9 Trial 3,0.685844159,1.010648223,1.399683554,0.734585939,0.996446189
b3847,Plate 9 Trial 3,0.742869802,0.933066843,1.388498552,0.514972506,0.996939933
b3795,Plate 9 Trial 3,0.734723853,0.943411838,1.376632211,0.68698985,0.995123415
b3693,Plate 9 Trial 3,0.782256761,0.886086533,1.493602808,1.171920699,0.996992425
b3527,Plate 9 Trial 3,0.628306962,1.103198313,1.14470091,0.428656406,0.997049461
b3498,Plate 9 Trial 3,0.662311792,1.046557209,1.139213533,0.31969883,0.997014
b3469,Plate 9 Trial 3,0.769472766,0.900807944,1.190160933,0.699571431,0.994063739
b3447,Plate 9 Trial 3,0.861429627,0.804647482,1.382204853,0.833358625,0.990173294
b3335,Plate 9 Trial 3,0.756386902,0.916392364,1.384907711,0.69170254,0.995374515
b4021,Plate 9 Trial 3,0.740514787,0.936034219,1.418627812,1.124310226,0.996933443
b4173,Plate 9 Trial 3,0.754749786,0.918380095,1.288703366,0.781092961,0.994287335
b4174,Plate 9 Trial 3,0.579800197,1.195493179,0.988776949,0.365647458,0.992384445
b4175,Plate 9 Trial 3,0.804959274,0.861095963,1.367903808,0.659638624,0.996036808
b4260,Plate 9 Trial 3,0.713821422,0.971037236,1.357367275,0.90777712,0.995955615
b4328,Plate 9 Trial 3,0.712318004,0.973086706,1.34097856,0.522201644,0.994948064
b4389,Plate 9 Trial 3,0.720759613,0.961689817,1.343047127,0.547912295,0.996348263
b2163,Plate 9 Trial 3,0.74279847,0.933156446,1.285522172,1.655610981,0.990703809
b2165,Plate 9 Trial 3,0.727679685,0.952544361,1.275670744,0.460832772,0.995299492
b2181,Plate 9 Trial 3,0.508413847,1.363352286,1.119788988,0.312844919,0.996283586
b2225,Plate 9 Trial 3,0.734583393,0.943592228,1.390917085,0.506843352,0.996331004
b2226,Plate 9 Trial 3,0.737939079,0.93930136,1.371135144,0.486882606,0.99627085
b2229,Plate 9 Trial 3,0.76995275,0.900246386,1.375858753,0.587346672,0.996159986
b2230,Plate 9 Trial 3,0.730054607,0.949445664,1.377886243,0.582600473,0.99655663
b2238,Plate 9 Trial 3,0.691758455,1.00200753,1.294407408,0.494285883,0.99608288
b2244,Plate 9 Trial 3,0.448146314,1.546698387,1.057527383,0.548611432,0.995986348
b4543,Plate 9 Trial 3,0.753566145,0.919822613,1.381429831,0.472101085,0.996858418
b2245,Plate 9 Trial 3,0.738141505,0.939043769,1.456147958,0.908944736,0.996643312
b2256,Plate 9 Trial 3,0.78000162,0.888648386,1.441132655,0.711957822,0.997198242
b4544,Plate 9 Trial 3,0.703413161,0.985405476,1.490041351,0.580503778,0.997115439
b2272,Plate 9 Trial 3,0.778813323,0.890004267,1.430953859,1.162418174,0.995897992
b2275,Plate 9 Trial 3,0.581230526,1.192551233,0.974237297,0.548365519,0.989518448
b2291,Plate 9 Trial 3,0.645214423,1.074289656,1.396005734,0.553017194,0.995873814
b2299,Plate 9 Trial 3,0.716869471,0.966908494,1.512143919,1.403889088,0.997649107
b2325,Plate 9 Trial 3,0.75889694,0.913361412,1.45270949,0.724945512,0.996401567
b2333,Plate 9 Trial 3,0.76436786,0.906824079,1.439739285,0.799344954,0.996927075
b2335,Plate 9 Trial 3,0.718569758,0.964620586,1.428642392,0.762579228,0.996805424
b2354,Plate 9 Trial 3,0.735602638,0.942284795,1.445868538,1.909846295,0.993938264
b2356,Plate 9 Trial 3,0.529843799,1.308210424,1.131463769,0.439634509,0.997823734
b2358,Plate 9 Trial 3,0.835098725,0.830018248,1.332603097,0.65461051,0.992963833
b2360,Plate 9 Trial 3,0.752822226,0.920731557,1.481953546,1.572506783,0.997379549
b2361,Plate 9 Trial 3,0.758099019,0.91432275,1.366370162,0.938365215,0.993892543
b2375,Plate 9 Trial 3,0.687876989,1.007661532,1.366139855,0.470169826,0.994173649
b2390,Plate 9 Trial 3,0.705251689,0.982836612,1.380644119,0.554353165,0.995906245
b2398,Plate 9 Trial 3,0.708866388,0.977824865,1.237948165,0.522067187,0.991438339
b2399,Plate 9 Trial 3,0.6764996,1.024608411,1.124554356,0.358023147,0.995205403
b2419,Plate 9 Trial 3,0.777071192,0.891999585,1.318216047,0.458347638,0.994266342
b2432,Plate 9 Trial 3,0.775190318,0.894163878,1.444941116,1.352406388,0.993269316
b2433,Plate 9 Trial 3,0.78408148,0.884024426,1.413596452,0.416815697,0.996395968
b2439,Plate 9 Trial 3,0.777945291,0.890997335,1.376298838,0.572815749,0.993485525
b2451,Plate 9 Trial 3,0.77597291,0.893262087,1.352340517,0.598003125,0.995649284
b2459,Plate 9 Trial 3,0.838904983,0.826252311,1.382730487,0.620418044,0.990893449
b2460,Plate 9 Trial 3,0.702759655,0.986321818,1.321489491,0.61812562,0.993735596
b4033,Plate 57 Trial 3,0.673605063,1.02901124,1.592003221,0.045817536,0.993343238
b4034,Plate 57 Trial 3,-5.90E-12,-1.18E+11,-8.92E-33,0.999999987,0
b4035,Plate 57 Trial 3,0.711743297,0.973872439,1.807687515,0.140846396,0.994673602
b4077,Plate 57 Trial 3,0.646493141,1.072164786,2.184314782,2.753301168,0.999804172
b4088,Plate 57 Trial 3,0.59218349,1.170493929,1.862427438,-0.053350305,0.990775997
b4105,Plate 57 Trial 3,0.719730148,0.963065369,1.549585683,0.045745848,0.991553996
b4111,Plate 57 Trial 3,0.727441,0.952856906,1.852736164,0.208550943,0.996451482
b4120,Plate 57 Trial 3,0.695577333,0.99650628,1.832100288,0.398377134,0.9980036
b4123,Plate 57 Trial 3,-0.615951967,-1.125326678,-0.020906384,0.015676656,0.040415689
b4132,Plate 57 Trial 3,0.713297103,0.971751011,2.262819607,5.209539759,0.999593584
b4208,Plate 57 Trial 3,0.59541528,1.164140734,1.598762161,0.110427745,0.993280695
b4210,Plate 57 Trial 3,0.214736712,3.227893239,0.947936625,3.266016927,0.997236046
b4240,Plate 57 Trial 3,0.528707495,1.311022043,1.456757294,-0.039225748,0.991535749
b4242,Plate 57 Trial 3,0.770686677,0.899389079,1.442183349,0.191658378,0.991632419
b4287,Plate 57 Trial 3,0.572463746,1.210814109,2.264098562,2.644761899,0.999490608
b4289,Plate 57 Trial 3,0.651196887,1.064420292,1.926846834,0.56367116,0.997141191
b4291,Plate 57 Trial 3,0.736786942,0.940770176,1.900435862,0.552726736,0.997368039
b4302,Plate 57 Trial 3,0.668568813,1.03676266,1.806222682,0.427236755,0.99686076
b4321,Plate 57 Trial 3,0.73952342,0.937289018,2.048421463,1.21931243,0.998117578
b4367,Plate 57 Trial 3,0.712034371,0.973474327,1.881155577,0.644710875,0.996346
b4400,Plate 57 Trial 3,0.72458679,0.956610291,1.918779316,0.383896349,0.996353451
b0026,Plate 57 Trial 3,0.584437659,1.186007044,1.788254729,0.072062361,0.995169417
b0236,Plate 57 Trial 3,1.263097789,0.54876763,0.771630259,0.319432632,0.484414117
b0405,Plate 57 Trial 3,0.664122987,1.04370304,1.865579908,0.403224707,0.996769952
b0406,Plate 57 Trial 3,0.630895439,1.098672042,1.871062669,0.620724187,0.996912926
b0525,Plate 57 Trial 3,0.709527289,0.976914055,2.230122216,4.587634365,0.999377397
b0852,Plate 57 Trial 3,0.722267226,0.959682449,1.902787493,0.442233133,0.996061694
b0859,Plate 57 Trial 3,0.70129447,0.988382499,1.885307377,0.509042755,0.99614668
b0885,Plate 57 Trial 3,0.518074009,1.337930814,1.815952437,-0.028142387,0.991768824
b0953,Plate 57 Trial 3,0.730491558,0.948877742,1.719011081,0.294730763,0.987510806
b1066,Plate 57 Trial 3,0.730882508,0.948370186,1.810657063,0.283595647,0.994025576
b1086,Plate 57 Trial 3,0.414994738,1.670255347,1.895502648,0.175462122,0.993077006
b1089,Plate 57 Trial 3,0.662551907,1.046177927,1.942643975,0.604558822,0.998125056
b1427,Plate 57 Trial 3,0.506956669,1.367271056,1.85432545,0.341128018,0.993915143
b1480,Plate 57 Trial 3,0.63688412,1.088341126,1.950673917,0.536032378,0.996177005
b1717,Plate 57 Trial 3,0.657385784,1.054399406,1.980506223,0.740418122,0.996965197
b1764,Plate 57 Trial 3,0.558049208,1.242089714,1.544129755,0.216405485,0.98968117
b1822,Plate 57 Trial 3,0.482501373,1.43657038,1.685896872,-0.119273899,0.989732955
b2185,Plate 57 Trial 3,0.71640035,0.967541656,1.837438053,0.237279531,0.993272413
b2255,Plate 57 Trial 3,0.665211306,1.041995489,1.899421592,0.433160134,0.995848059
b2318,Plate 57 Trial 3,0.568256101,1.219779566,1.875835174,0.506894423,0.994065565
b2482,Plate 57 Trial 3,0.494840637,1.400748299,1.676978175,-0.149090508,0.991023212
b2484,Plate 57 Trial 3,0.840356666,0.824824993,1.657336691,0.510785084,0.99481586
b2485,Plate 57 Trial 3,0.67349962,1.029172341,1.769865506,0.211574115,0.990582357
b2486,Plate 57 Trial 3,0.602939641,1.149612885,1.878176609,0.32131192,0.99331227
b2487,Plate 57 Trial 3,0.645163543,1.074374378,1.791283544,0.182144671,0.992926046
b2488,Plate 57 Trial 3,0.662325367,1.046535759,1.852144731,0.187252492,0.994153499
b2167,Plate 57 Trial 3,0.462705776,1.4980301,1.821562869,-0.126688707,0.992279498
b2169,Plate 57 Trial 3,0.674954494,1.026953946,1.853998602,0.249874316,0.995254637
b2211,Plate 57 Trial 3,0.528991058,1.310319277,1.765536163,0.053987398,0.991321619
b2223,Plate 57 Trial 3,0.661726935,1.047482192,1.789917309,0.179612725,0.992410935
b2306,Plate 57 Trial 3,0.573359694,1.208922058,1.802726669,0.10439524,0.994415208
b2309,Plate 57 Trial 3,0.488724879,1.418276846,1.741680714,-0.012686507,0.992574464
b2365,Plate 57 Trial 3,0.7066549,0.980884984,1.849087919,0.259140981,0.996058938
b2383,Plate 57 Trial 3,0.583234377,1.188453919,1.872515062,0.215872478,0.994804174
b2392,Plate 57 Trial 3,0.747941281,0.926740104,1.87604105,0.17800886,0.993128611
b2393,Plate 57 Trial 3,0.586012071,1.182820653,1.816911583,0.153659102,0.990452003
b2413,Plate 57 Trial 3,0.507086227,1.366921727,1.738491474,0.1584012,0.990560176
b2415,Plate 57 Trial 3,0.643707706,1.076804229,1.792027981,0.295394723,0.988485989
b2416,Plate 57 Trial 3,0.511173742,1.355991366,1.751663096,0.124431649,0.994762542
b2417,Plate 57 Trial 3,0.557503344,1.24330587,1.676143501,0.063748651,0.995482294
b2422,Plate 57 Trial 3,0.612371588,1.131906172,1.814357195,0.110803422,0.995655245
b2424,Plate 57 Trial 3,0.713842344,0.971008776,2.135144322,0.664197898,0.998960526
b2425,Plate 57 Trial 3,0.682435953,1.01569558,2.054742321,0.34301017,0.996023874
b2470,Plate 57 Trial 3,0.616071686,1.125107996,1.789533819,0.088561585,0.99155315
b2492,Plate 57 Trial 3,0.679863922,1.019538114,1.921229253,0.332213023,0.99297109
b2493,Plate 57 Trial 3,0.554014177,1.251136179,1.871705179,0.026989045,0.993652946
b2497,Plate 57 Trial 3,0.549402172,1.261638952,1.700703094,0.029584857,0.991709172
b2546,Plate 57 Trial 3,-0.009297401,-74.5527906,0.030036329,13.09410993,0.069577946
b2547,Plate 57 Trial 3,0.535645738,1.294040318,1.830891007,0.010634969,0.993116868
b2663,Plate 57 Trial 3,0.65842428,1.052736361,1.937674298,0.250963717,0.993582518
b2677,Plate 57 Trial 3,0.747347399,0.92747654,1.973770261,0.390403053,0.996702745
b2678,Plate 57 Trial 3,0.676266121,1.024962155,1.850645243,0.375364271,0.995413353
b2704,Plate 57 Trial 3,0.711888631,0.973673621,1.8330041,0.224509523,0.992151232
b2715,Plate 57 Trial 3,0.607060002,1.14181,1.828486193,0.121420108,0.994081506
b2740,Plate 57 Trial 3,0.551334536,1.257217052,1.911070749,0.237702067,0.995024892
b2796,Plate 57 Trial 3,0.584885062,1.185099818,1.859654436,0.166157857,0.995065367
b2801,Plate 57 Trial 3,0.685668931,1.010906502,1.933600078,0.30340623,0.996626551
b2829,Plate 57 Trial 3,0.687886167,1.007648087,1.697985066,0.19134349,0.988507815
b2845,Plate 57 Trial 3,0.736191946,0.941530513,1.908171287,0.414325811,0.993271248
b2882,Plate 57 Trial 3,0.588743563,1.177332924,1.918363929,0.141821109,0.995405177
b2933,Plate 57 Trial 3,0.453148113,1.529626101,1.710653364,-0.136296056,0.992122148
b2934,Plate 57 Trial 3,0.676650644,1.024379695,1.777374088,0.136518828,0.993349855
b2987,Plate 57 Trial 3,0.001211828,571.9849749,0.013935757,-7.717995279,0.007863611
b3005,Plate 57 Trial 3,0.748213664,0.92640273,1.851096312,0.226039832,0.995913176
b3006,Plate 57 Trial 3,0.678897192,1.020989906,1.791936163,0.301609508,0.995563554
b3093,Plate 57 Trial 3,0.683872977,1.013561296,1.750444478,0.250124832,0.994384264
b3132,Plate 57 Trial 3,0.543776886,1.274690407,1.498400879,0.014343787,0.987800413
b3136,Plate 57 Trial 3,0.616510096,1.124307915,1.732088847,0.124734086,0.990532652
b3137,Plate 57 Trial 3,0.718786851,0.964329243,1.77393324,0.189636915,0.992884442
b3138,Plate 57 Trial 3,0.593311857,1.168267872,1.739364938,0.119761327,0.994920508
b3139,Plate 57 Trial 3,-0.365728457,-1.895250879,-0.008558639,0.796468553,0.003886791
b3141,Plate 59 Trial 3,0.652876787,1.06168146,1.762471769,0.401534322,0.994913522
b3161,Plate 59 Trial 3,0.550507962,1.259104733,1.691808409,0.41032528,0.994258481
b3195,Plate 59 Trial 3,0.706838938,0.980629593,1.767141875,0.329425231,0.994828997
b3204,Plate 59 Trial 3,0.54547101,1.270731474,1.722649875,0.178942978,0.996363231
b3206,Plate 59 Trial 3,0.848841184,0.816580526,1.896565663,0.633780261,0.995116833
b3227,Plate 59 Trial 3,0.605292089,1.145144953,1.732824144,0.304886785,0.995078276
b3289,Plate 59 Trial 3,0.575374169,1.204689431,1.553949531,0.188892358,0.993365102
b3290,Plate 59 Trial 3,0.677432657,1.023197174,1.716657575,0.451576456,0.994379295
b3291,Plate 59 Trial 3,0.638692747,1.085259201,1.890640205,0.551269217,0.995859496
b3336,Plate 59 Trial 3,0.66731151,1.038716057,1.878848932,0.439694552,0.996324551
b3350,Plate 59 Trial 3,0.638048466,1.086355061,1.637867181,0.473516033,0.991684072
b3352,Plate 59 Trial 3,0.726954178,0.953495009,1.661269313,0.379885992,0.991322729
b3408,Plate 59 Trial 3,0.719409098,0.963495156,1.860228459,0.526077928,0.99434745
b3409,Plate 59 Trial 3,0.721330022,0.960929337,1.642654797,0.396178776,0.993450322
b3415,Plate 59 Trial 3,0.641235448,1.080955806,1.631691313,0.443014565,0.994399432
b3451,Plate 59 Trial 3,0.689109795,1.005858842,1.86223462,0.625566701,0.995470454
b3452,Plate 59 Trial 3,0.692556352,1.000853112,1.826719663,0.482616832,0.995524572
b3453,Plate 59 Trial 3,0.672412141,1.030836802,1.72520728,0.289531662,0.994335951
b3455,Plate 59 Trial 3,0.549269402,1.261943916,1.502916102,0.281078242,0.990391945
b3456,Plate 59 Trial 3,0.626294862,1.106742562,1.727951929,0.493212569,0.995443152
b3457,Plate 59 Trial 3,0.651598526,1.063764194,1.700669493,0.321665051,0.994813159
b3458,Plate 59 Trial 3,0.742962949,0.932949862,1.748504902,0.605207199,0.994447292
b3476,Plate 59 Trial 3,0.591207148,1.172426928,1.433311401,0.236950514,0.990346946
b3478,Plate 59 Trial 3,0.637732884,1.086892644,1.834329571,0.54796714,0.994910614
b3479,Plate 59 Trial 3,0.647470107,1.070547,1.702349211,0.363078677,0.994136123
b3480,Plate 59 Trial 3,0.674921751,1.027003767,1.851251703,0.341520692,0.995452463
b3493,Plate 59 Trial 3,0.64748374,1.07052446,1.785847933,0.714827035,0.99644948
